peak_name,text,text_list,peak_loc,text_set,target
Dumbrava,"Dumbrava mountain is a peaceful retreat, with its serene meadows and tranquil atmosphere.","['Dumbrava', 'mountain', 'is', 'a', 'peaceful', 'retreat', ',', 'with', 'its', 'serene', 'meadows', 'and', 'tranquil', 'atmosphere', '.']","(0, 8)","[('Dumbrava', 0), ('mountain', 9), ('is', 18), ('a', 21), ('peaceful', 23), ('retreat', 32), (',', 39), ('with', 41), ('its', 46), ('serene', 50), ('meadows', 57), ('and', 65), ('tranquil', 69), ('atmosphere', 78), ('.', 88)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Kobylytsya,"Kobylytsya stands tall and proud, offering breathtaking views of the surrounding valleys.","['Kobylytsya', 'stands', 'tall', 'and', 'proud', ',', 'offering', 'breathtaking', 'views', 'of', 'the', 'surrounding', 'valleys', '.']","(0, 10)","[('Kobylytsya', 0), ('stands', 11), ('tall', 18), ('and', 23), ('proud', 27), (',', 32), ('offering', 34), ('breathtaking', 43), ('views', 56), ('of', 62), ('the', 65), ('surrounding', 69), ('valleys', 81), ('.', 88)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Lipky,"Lipky is a hidden gem nestled amidst lush greenery, providing a serene escape from the bustling city life.","['Lipky', 'is', 'a', 'hidden', 'gem', 'nestled', 'amidst', 'lush', 'greenery', ',', 'providing', 'a', 'serene', 'escape', 'from', 'the', 'bustling', 'city', 'life', '.']","(0, 5)","[('Lipky', 0), ('is', 6), ('a', 9), ('hidden', 11), ('gem', 18), ('nestled', 22), ('amidst', 30), ('lush', 37), ('greenery', 42), (',', 50), ('providing', 52), ('a', 62), ('serene', 64), ('escape', 71), ('from', 78), ('the', 83), ('bustling', 87), ('city', 96), ('life', 101), ('.', 105)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Ivakhova,Ivakhova is a majestic peak that commands attention with its rugged beauty and awe-inspiring cliffs.,"['Ivakhova', 'is', 'a', 'majestic', 'peak', 'that', 'commands', 'attention', 'with', 'its', 'rugged', 'beauty', 'and', 'awe', 'inspiring', 'cliffs', '.']","(0, 8)","[('Ivakhova', 0), ('is', 9), ('a', 12), ('majestic', 14), ('peak', 23), ('that', 28), ('commands', 33), ('attention', 42), ('with', 52), ('its', 57), ('rugged', 61), ('beauty', 68), ('and', 75), ('awe', 79), ('inspiring', 83), ('cliffs', 93), ('.', 99)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Bayrak,"Bayrak, with its snow-capped summit, is a paradise for adventure enthusiasts seeking thrilling mountaineering experiences.","['Bayrak', ',', 'with', 'its', 'snow', 'capped', 'summit', ',', 'is', 'a', 'paradise', 'for', 'adventure', 'enthusiasts', 'seeking', 'thrilling', 'mountaineering', 'experiences', '.']","(0, 6)","[('Bayrak', 0), (',', 6), ('with', 8), ('its', 13), ('snow', 17), ('capped', 22), ('summit', 29), (',', 35), ('is', 37), ('a', 40), ('paradise', 42), ('for', 51), ('adventure', 55), ('enthusiasts', 65), ('seeking', 77), ('thrilling', 85), ('mountaineering', 95), ('experiences', 110), ('.', 121)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Bordeyu,"Bordeyu boasts a picturesque landscape, dotted with vibrant wildflowers and tranquil streams.","['Bordeyu', 'boasts', 'a', 'picturesque', 'landscape', ',', 'dotted', 'with', 'vibrant', 'wildflowers', 'and', 'tranquil', 'streams', '.']","(0, 7)","[('Bordeyu', 0), ('boasts', 8), ('a', 10), ('picturesque', 17), ('landscape', 29), (',', 38), ('dotted', 40), ('with', 47), ('vibrant', 52), ('wildflowers', 60), ('and', 72), ('tranquil', 76), ('streams', 85), ('.', 92)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Velyka Buhayivka,"Velyka Buhayivka offers a challenging yet rewarding trek, rewarding hikers with panoramic vistas of rolling hills.","['Velyka', 'Buhayivka', 'offers', 'a', 'challenging', 'yet', 'rewarding', 'trek', ',', 'rewarding', 'hikers', 'with', 'panoramic', 'vistas', 'of', 'rolling', 'hills', '.']","(0, 16)","[('Velyka', 0), ('Buhayivka', 7), ('offers', 17), ('a', 24), ('challenging', 26), ('yet', 38), ('rewarding', 42), ('trek', 52), (',', 56), ('rewarding', 58), ('hikers', 68), ('with', 75), ('panoramic', 80), ('vistas', 90), ('of', 97), ('rolling', 100), ('hills', 108), ('.', 113)]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Kaminchyk,"Kaminchyk is a hiker's paradise, with its well-marked trails and stunning vistas of cascading waterfalls.","['Kaminchyk', 'is', 'a', ""hiker's"", 'paradise', ',', 'with', 'its', 'well', 'marked', 'trails', 'and', 'stunning', 'vistas', 'of', 'cascading', 'waterfalls', '.']","(0, 9)","[('Kaminchyk', 0), ('is', 10), ('a', 13), (""hiker's"", 15), ('paradise', 23), (',', 31), ('with', 33), ('its', 38), ('well', 42), ('marked', 47), ('trails', 54), ('and', 61), ('stunning', 65), ('vistas', 74), ('of', 81), ('cascading', 84), ('waterfalls', 94), ('.', 104)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Khyrtopuluy,Khyrtopuluy's lofty peaks provide a perfect vantage point to witness the mesmerizing play of colors during sunrise and sunset.,"[""Khyrtopuluy's"", 'lofty', 'peaks', 'provide', 'a', 'perfect', 'vantage', 'point', 'to', 'witness', 'the', 'mesmerizing', 'play', 'of', 'colors', 'during', 'sunrise', 'and', 'sunset', '.']","(0, 11)","[(""Khyrtopuluy's"", 0), ('lofty', 14), ('peaks', 20), ('provide', 26), ('a', 34), ('perfect', 36), ('vantage', 44), ('point', 52), ('to', 58), ('witness', 61), ('the', 69), ('mesmerizing', 73), ('play', 85), ('of', 90), ('colors', 93), ('during', 100), ('sunrise', 107), ('and', 115), ('sunset', 119), ('.', 125)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Maslyatin,"Maslyatin is a haven for nature lovers, surrounded by dense forests and home to diverse wildlife.","['Maslyatin', 'is', 'a', 'haven', 'for', 'nature', 'lovers', ',', 'surrounded', 'by', 'dense', 'forests', 'and', 'home', 'to', 'diverse', 'wildlife', '.']","(0, 9)","[('Maslyatin', 0), ('is', 10), ('a', 13), ('haven', 15), ('for', 21), ('nature', 25), ('lovers', 32), (',', 38), ('surrounded', 40), ('by', 51), ('dense', 54), ('forests', 60), ('and', 68), ('home', 72), ('to', 77), ('diverse', 80), ('wildlife', 88), ('.', 96)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Ostra Mohtla,Ostra Mohtla's jagged cliffs and steep slopes present a thrilling challenge for experienced climbers.,"['Ostra', ""Mohtla's"", 'jagged', 'cliffs', 'and', 'steep', 'slopes', 'present', 'a', 'thrilling', 'challenge', 'for', 'experienced', 'climbers', '.']","(0, 12)","[('Ostra', 0), (""Mohtla's"", 6), ('jagged', 15), ('cliffs', 22), ('and', 29), ('steep', 33), ('slopes', 39), ('present', 46), ('a', 54), ('thrilling', 56), ('challenge', 66), ('for', 76), ('experienced', 80), ('climbers', 92), ('.', 100)]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Chervona Skelya,"Chervona Skelya's crimson-hued rocks create a mesmerizing contrast against the lush greenery, making it a photographer's delight.","['Chervona', ""Skelya's"", 'crimson', 'hued', 'rocks', 'create', 'a', 'mesmerizing', 'contrast', 'against', 'the', 'lush', 'greenery', ',', 'making', 'it', 'a', ""photographer's"", 'delight', '.']","(0, 15)","[('Chervona', 0), (""Skelya's"", 9), ('crimson', 18), ('hued', 26), ('rocks', 31), ('create', 37), ('a', 40), ('mesmerizing', 46), ('contrast', 58), ('against', 67), ('the', 75), ('lush', 79), ('greenery', 84), (',', 92), ('making', 94), ('it', 101), ('a', 104), (""photographer's"", 106), ('delight', 121), ('.', 128)]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Bubnovets,"Bubnovets, with its gentle slopes and scenic trails, is a perfect destination for a rejuvenating weekend getaway.","['Bubnovets', ',', 'with', 'its', 'gentle', 'slopes', 'and', 'scenic', 'trails', ',', 'is', 'a', 'perfect', 'destination', 'for', 'a', 'rejuvenating', 'weekend', 'getaway', '.']","(0, 9)","[('Bubnovets', 0), (',', 9), ('with', 11), ('its', 16), ('gentle', 20), ('slopes', 27), ('and', 34), ('scenic', 38), ('trails', 45), (',', 51), ('is', 53), ('a', 56), ('perfect', 58), ('destination', 66), ('for', 78), ('a', 82), ('rejuvenating', 84), ('weekend', 97), ('getaway', 105), ('.', 112)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Volova,Volova's rolling meadows and grazing cattle offer a serene and idyllic setting for a peaceful retreat.,"[""Volova's"", 'rolling', 'meadows', 'and', 'grazing', 'cattle', 'offer', 'a', 'serene', 'and', 'idyllic', 'setting', 'for', 'a', 'peaceful', 'retreat', '.']","(0, 6)","[(""Volova's"", 0), ('rolling', 9), ('meadows', 17), ('and', 25), ('grazing', 29), ('cattle', 37), ('offer', 44), ('a', 50), ('serene', 52), ('and', 59), ('idyllic', 63), ('setting', 71), ('for', 79), ('a', 83), ('peaceful', 85), ('retreat', 94), ('.', 101)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Khalyh-Buruk,Khalyh-Buruk's rugged terrain and untamed beauty make it a paradise for adrenaline junkies seeking thrilling outdoor adventures.,"['Khalyh', ""Buruk's"", 'rugged', 'terrain', 'and', 'untamed', 'beauty', 'make', 'it', 'a', 'paradise', 'for', 'adrenaline', 'junkies', 'seeking', 'thrilling', 'outdoor', 'adventures', '.']","(0, 12)","[('Khalyh', 0), (""Buruk's"", 7), ('rugged', 15), ('terrain', 22), ('and', 30), ('untamed', 34), ('beauty', 42), ('make', 49), ('it', 54), ('a', 57), ('paradise', 59), ('for', 68), ('adrenaline', 72), ('junkies', 83), ('seeking', 91), ('thrilling', 99), ('outdoor', 109), ('adventures', 117), ('.', 127)]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Shybynska,Shybynska's pristine alpine lakes and snow-capped peaks create a postcard-worthy landscape that will leave you in awe.,"[""Shybynska's"", 'pristine', 'alpine', 'lakes', 'and', 'snow', 'capped', 'peaks', 'create', 'a', 'postcard', 'worthy', 'landscape', 'that', 'will', 'leave', 'you', 'in', 'awe', '.']","(0, 9)","[(""Shybynska's"", 0), ('pristine', 12), ('alpine', 21), ('lakes', 28), ('and', 34), ('snow', 38), ('capped', 43), ('peaks', 50), ('create', 56), ('a', 59), ('postcard', 65), ('worthy', 74), ('landscape', 81), ('that', 91), ('will', 96), ('leave', 101), ('you', 107), ('in', 111), ('awe', 114), ('.', 117)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Bulava,"Bulava, with its towering presence, dominates the skyline and serves as a constant reminder of nature's grandeur.","['Bulava', ',', 'with', 'its', 'towering', 'presence', ',', 'dominates', 'the', 'skyline', 'and', 'serves', 'as', 'a', 'constant', 'reminder', 'of', ""nature's"", 'grandeur', '.']","(0, 6)","[('Bulava', 0), (',', 6), ('with', 8), ('its', 13), ('towering', 17), ('presence', 26), (',', 34), ('dominates', 36), ('the', 46), ('skyline', 50), ('and', 58), ('serves', 62), ('as', 69), ('a', 69), ('constant', 74), ('reminder', 83), ('of', 92), (""nature's"", 95), ('grandeur', 104), ('.', 112)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Podyna,Podyna's rolling hills and panoramic vistas provide a tranquil escape from the chaos of everyday life.,"[""Podyna's"", 'rolling', 'hills', 'and', 'panoramic', 'vistas', 'provide', 'a', 'tranquil', 'escape', 'from', 'the', 'chaos', 'of', 'everyday', 'life', '.']","(0, 6)","[(""Podyna's"", 0), ('rolling', 9), ('hills', 17), ('and', 23), ('panoramic', 27), ('vistas', 37), ('provide', 44), ('a', 52), ('tranquil', 54), ('escape', 63), ('from', 70), ('the', 75), ('chaos', 79), ('of', 85), ('everyday', 88), ('life', 97), ('.', 101)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Sarhet,"Sarhet's mystical charm lies in its hidden caves and enchanting waterfalls, offering a mystical allure to explorers.","[""Sarhet's"", 'mystical', 'charm', 'lies', 'in', 'its', 'hidden', 'caves', 'and', 'enchanting', 'waterfalls', ',', 'offering', 'a', 'mystical', 'allure', 'to', 'explorers', '.']","(0, 6)","[(""Sarhet's"", 0), ('mystical', 9), ('charm', 18), ('lies', 24), ('in', 29), ('its', 32), ('hidden', 36), ('caves', 43), ('and', 49), ('enchanting', 53), ('waterfalls', 64), (',', 74), ('offering', 76), ('a', 85), ('mystical', 87), ('allure', 96), ('to', 103), ('explorers', 106), ('.', 115)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Orlova,"Orlova's majestic summit offers a bird's-eye view of the surrounding valleys, leaving visitors awe-struck by its magnificence.","[""Orlova's"", 'majestic', 'summit', 'offers', 'a', ""bird's"", 'eye', 'view', 'of', 'the', 'surrounding', 'valleys', ',', 'leaving', 'visitors', 'awe', 'struck', 'by', 'its', 'magnificence', '.']","(0, 6)","[(""Orlova's"", 0), ('majestic', 9), ('summit', 18), ('offers', 25), ('a', 32), (""bird's"", 34), ('eye', 41), ('view', 45), ('of', 50), ('the', 53), ('surrounding', 57), ('valleys', 69), (',', 76), ('leaving', 78), ('visitors', 86), ('awe', 95), ('struck', 99), ('by', 106), ('its', 109), ('magnificence', 113), ('.', 125)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Popova,Popova's rugged beauty and challenging trails attract seasoned adventurers in search of an adrenaline-fueled escapade.,"[""Popova's"", 'rugged', 'beauty', 'and', 'challenging', 'trails', 'attract', 'seasoned', 'adventurers', 'in', 'search', 'of', 'an', 'adrenaline', 'fueled', 'escapade', '.']","(0, 6)","[(""Popova's"", 0), ('rugged', 9), ('beauty', 16), ('and', 23), ('challenging', 27), ('trails', 39), ('attract', 46), ('seasoned', 54), ('adventurers', 63), ('in', 75), ('search', 78), ('of', 85), ('an', 88), ('adrenaline', 91), ('fueled', 102), ('escapade', 109), ('.', 117)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Yalchakh-Kizin-Syrti,The summit of Yalchakh-Kizin-Syrti offers breathtaking panoramic views of the surrounding valleys and lakes.,"['The', 'summit', 'of', 'Yalchakh', 'Kizin', 'Syrti', 'offers', 'breathtaking', 'panoramic', 'views', 'of', 'the', 'surrounding', 'valleys', 'and', 'lakes', '.']","(14, 34)","[('The', 0), ('summit', 4), ('of', 11), ('Yalchakh', 14), ('Kizin', 23), ('Syrti', 29), ('offers', 35), ('breathtaking', 42), ('panoramic', 55), ('views', 65), ('of', 71), ('the', 74), ('surrounding', 78), ('valleys', 90), ('and', 98), ('lakes', 102), ('.', 107)]","[0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Khart-Kaya,"Hiking to the top of Khart-Kaya is a challenging but rewarding experience, as you can witness the beauty of the untouched wilderness.","['Hiking', 'to', 'the', 'top', 'of', 'Khart', 'Kaya', 'is', 'a', 'challenging', 'but', 'rewarding', 'experience', ',', 'as', 'you', 'can', 'witness', 'the', 'beauty', 'of', 'the', 'untouched', 'wilderness', '.']","(21, 31)","[('Hiking', 0), ('to', 7), ('the', 10), ('top', 14), ('of', 18), ('Khart', 21), ('Kaya', 27), ('is', 32), ('a', 35), ('challenging', 37), ('but', 49), ('rewarding', 53), ('experience', 63), (',', 73), ('as', 75), ('you', 78), ('can', 82), ('witness', 86), ('the', 94), ('beauty', 98), ('of', 105), ('the', 108), ('untouched', 112), ('wilderness', 122), ('.', 132)]","[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Papayur,"Located in a remote region, Papayur stands tall as a majestic peak, attracting adventurous mountaineers from around the world.","['Located', 'in', 'a', 'remote', 'region', ',', 'Papayur', 'stands', 'tall', 'as', 'a', 'majestic', 'peak', ',', 'attracting', 'adventurous', 'mountaineers', 'from', 'around', 'the', 'world', '.']","(28, 35)","[('Located', 0), ('in', 8), ('a', 11), ('remote', 13), ('region', 20), (',', 26), ('Papayur', 28), ('stands', 36), ('tall', 43), ('as', 48), ('a', 48), ('majestic', 53), ('peak', 62), (',', 66), ('attracting', 68), ('adventurous', 79), ('mountaineers', 91), ('from', 104), ('around', 109), ('the', 116), ('world', 120), ('.', 125)]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Klyachykha,"Ascending Klyachykha demands both physical endurance and mental determination, but the stunning vistas at the summit make it all worthwhile.","['Ascending', 'Klyachykha', 'demands', 'both', 'physical', 'endurance', 'and', 'mental', 'determination', ',', 'but', 'the', 'stunning', 'vistas', 'at', 'the', 'summit', 'make', 'it', 'all', 'worthwhile', '.']","(10, 20)","[('Ascending', 0), ('Klyachykha', 10), ('demands', 21), ('both', 29), ('physical', 34), ('endurance', 43), ('and', 53), ('mental', 57), ('determination', 64), (',', 77), ('but', 79), ('the', 83), ('stunning', 87), ('vistas', 96), ('at', 103), ('the', 106), ('summit', 110), ('make', 117), ('it', 122), ('all', 125), ('worthwhile', 129), ('.', 139)]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Daz-Tepe,"Daz-Tepe, known for its rugged terrain and steep slopes, is a favorite destination for thrill-seeking climbers looking for an adrenaline rush.","['Daz', 'Tepe', ',', 'known', 'for', 'its', 'rugged', 'terrain', 'and', 'steep', 'slopes', ',', 'is', 'a', 'favorite', 'destination', 'for', 'thrill', 'seeking', 'climbers', 'looking', 'for', 'an', 'adrenaline', 'rush', '.']","(0, 8)","[('Daz', 0), ('Tepe', 4), (',', 8), ('known', 10), ('for', 16), ('its', 20), ('rugged', 24), ('terrain', 31), ('and', 39), ('steep', 43), ('slopes', 49), (',', 55), ('is', 57), ('a', 60), ('favorite', 62), ('destination', 71), ('for', 83), ('thrill', 87), ('seeking', 94), ('climbers', 102), ('looking', 111), ('for', 119), ('an', 123), ('adrenaline', 126), ('rush', 137), ('.', 141)]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Velyka Voronchata,"Velyka Voronchata, with its snow-capped peaks and pristine alpine meadows, is a paradise for nature lovers and photography enthusiasts.","['Velyka', 'Voronchata', ',', 'with', 'its', 'snow', 'capped', 'peaks', 'and', 'pristine', 'alpine', 'meadows', ',', 'is', 'a', 'paradise', 'for', 'nature', 'lovers', 'and', 'photography', 'enthusiasts', '.']","(0, 17)","[('Velyka', 0), ('Voronchata', 7), (',', 17), ('with', 19), ('its', 24), ('snow', 28), ('capped', 33), ('peaks', 40), ('and', 46), ('pristine', 50), ('alpine', 59), ('meadows', 66), (',', 73), ('is', 75), ('a', 78), ('paradise', 80), ('for', 89), ('nature', 93), ('lovers', 100), ('and', 107), ('photography', 111), ('enthusiasts', 123), ('.', 134)]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Khamysh,The challenging ascent of Khamysh rewards climbers with unmatched views of the surrounding valleys and a sense of accomplishment.,"['The', 'challenging', 'ascent', 'of', 'Khamysh', 'rewards', 'climbers', 'with', 'unmatched', 'views', 'of', 'the', 'surrounding', 'valleys', 'and', 'a', 'sense', 'of', 'accomplishment', '.']","(26, 33)","[('The', 0), ('challenging', 4), ('ascent', 16), ('of', 23), ('Khamysh', 26), ('rewards', 34), ('climbers', 42), ('with', 51), ('unmatched', 56), ('views', 66), ('of', 72), ('the', 75), ('surrounding', 79), ('valleys', 91), ('and', 99), ('a', 99), ('sense', 105), ('of', 111), ('accomplishment', 114), ('.', 128)]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Bila Hora,"Bila Hora, with its gentle slopes and lush greenery, is a perfect destination for leisurely hikes and picnics amidst nature's splendor.","['Bila', 'Hora', ',', 'with', 'its', 'gentle', 'slopes', 'and', 'lush', 'greenery', ',', 'is', 'a', 'perfect', 'destination', 'for', 'leisurely', 'hikes', 'and', 'picnics', 'amidst', ""nature's"", 'splendor', '.']","(0, 9)","[('Bila', 0), ('Hora', 5), (',', 9), ('with', 11), ('its', 16), ('gentle', 20), ('slopes', 27), ('and', 34), ('lush', 38), ('greenery', 43), (',', 51), ('is', 53), ('a', 56), ('perfect', 58), ('destination', 66), ('for', 78), ('leisurely', 82), ('hikes', 92), ('and', 98), ('picnics', 102), ('amidst', 110), (""nature's"", 117), ('splendor', 126), ('.', 134)]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Khim,Khim's jagged cliffs and narrow ridges present a thrilling adventure for experienced mountaineers seeking an adrenaline-fueled expedition.,"[""Khim's"", 'jagged', 'cliffs', 'and', 'narrow', 'ridges', 'present', 'a', 'thrilling', 'adventure', 'for', 'experienced', 'mountaineers', 'seeking', 'an', 'adrenaline', 'fueled', 'expedition', '.']","(0, 4)","[(""Khim's"", 0), ('jagged', 7), ('cliffs', 14), ('and', 21), ('narrow', 25), ('ridges', 32), ('present', 39), ('a', 47), ('thrilling', 49), ('adventure', 59), ('for', 69), ('experienced', 73), ('mountaineers', 85), ('seeking', 98), ('an', 106), ('adrenaline', 109), ('fueled', 120), ('expedition', 127), ('.', 137)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Tashlyk,"Tashlyk's imposing presence dominates the landscape, offering hikers a sense of awe and a connection with the raw power of nature.","[""Tashlyk's"", 'imposing', 'presence', 'dominates', 'the', 'landscape', ',', 'offering', 'hikers', 'a', 'sense', 'of', 'awe', 'and', 'a', 'connection', 'with', 'the', 'raw', 'power', 'of', 'nature', '.']","(0, 7)","[(""Tashlyk's"", 0), ('imposing', 10), ('presence', 19), ('dominates', 28), ('the', 38), ('landscape', 42), (',', 51), ('offering', 53), ('hikers', 62), ('a', 69), ('sense', 71), ('of', 77), ('awe', 80), ('and', 84), ('a', 84), ('connection', 90), ('with', 101), ('the', 106), ('raw', 110), ('power', 114), ('of', 120), ('nature', 123), ('.', 129)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Khorodyshtya,"Khorodyshtya, surrounded by dense forests and hidden waterfalls, invites explorers to discover its hidden treasures and experience tranquility.","['Khorodyshtya', ',', 'surrounded', 'by', 'dense', 'forests', 'and', 'hidden', 'waterfalls', ',', 'invites', 'explorers', 'to', 'discover', 'its', 'hidden', 'treasures', 'and', 'experience', 'tranquility', '.']","(0, 12)","[('Khorodyshtya', 0), (',', 12), ('surrounded', 14), ('by', 25), ('dense', 28), ('forests', 34), ('and', 42), ('hidden', 46), ('waterfalls', 53), (',', 63), ('invites', 65), ('explorers', 73), ('to', 83), ('discover', 86), ('its', 95), ('hidden', 99), ('treasures', 106), ('and', 116), ('experience', 120), ('tranquility', 131), ('.', 142)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Mohylky,"The summit of Mohylky rewards climbers with breathtaking views of rolling hills, picturesque valleys, and distant peaks.","['The', 'summit', 'of', 'Mohylky', 'rewards', 'climbers', 'with', 'breathtaking', 'views', 'of', 'rolling', 'hills', ',', 'picturesque', 'valleys', ',', 'and', 'distant', 'peaks', '.']","(14, 21)","[('The', 0), ('summit', 4), ('of', 11), ('Mohylky', 14), ('rewards', 22), ('climbers', 30), ('with', 39), ('breathtaking', 44), ('views', 57), ('of', 63), ('rolling', 66), ('hills', 74), (',', 79), ('picturesque', 81), ('valleys', 93), (',', 100), ('and', 102), ('distant', 106), ('peaks', 114), ('.', 119)]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Melova,Melova's serene beauty and gentle slopes make it an ideal destination for beginners and families looking to enjoy a peaceful mountain getaway.,"[""Melova's"", 'serene', 'beauty', 'and', 'gentle', 'slopes', 'make', 'it', 'an', 'ideal', 'destination', 'for', 'beginners', 'and', 'families', 'looking', 'to', 'enjoy', 'a', 'peaceful', 'mountain', 'getaway', '.']","(0, 6)","[(""Melova's"", 0), ('serene', 9), ('beauty', 16), ('and', 23), ('gentle', 27), ('slopes', 34), ('make', 41), ('it', 46), ('an', 49), ('ideal', 52), ('destination', 58), ('for', 70), ('beginners', 74), ('and', 84), ('families', 88), ('looking', 97), ('to', 105), ('enjoy', 108), ('a', 114), ('peaceful', 116), ('mountain', 125), ('getaway', 134), ('.', 141)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Papsa,Papsa's remote location and untouched wilderness offer a unique opportunity for adventurers to disconnect from the world and reconnect with nature.,"[""Papsa's"", 'remote', 'location', 'and', 'untouched', 'wilderness', 'offer', 'a', 'unique', 'opportunity', 'for', 'adventurers', 'to', 'disconnect', 'from', 'the', 'world', 'and', 'reconnect', 'with', 'nature', '.']","(0, 5)","[(""Papsa's"", 0), ('remote', 8), ('location', 15), ('and', 24), ('untouched', 28), ('wilderness', 38), ('offer', 49), ('a', 55), ('unique', 57), ('opportunity', 64), ('for', 76), ('adventurers', 80), ('to', 92), ('disconnect', 95), ('from', 106), ('the', 111), ('world', 115), ('and', 121), ('reconnect', 125), ('with', 135), ('nature', 140), ('.', 146)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Tarchi,Tarchi's rugged terrain and challenging trails attract experienced mountaineers who seek the thrill of conquering nature's obstacles.,"[""Tarchi's"", 'rugged', 'terrain', 'and', 'challenging', 'trails', 'attract', 'experienced', 'mountaineers', 'who', 'seek', 'the', 'thrill', 'of', 'conquering', ""nature's"", 'obstacles', '.']","(0, 6)","[(""Tarchi's"", 0), ('rugged', 9), ('terrain', 16), ('and', 24), ('challenging', 28), ('trails', 40), ('attract', 47), ('experienced', 55), ('mountaineers', 67), ('who', 80), ('seek', 84), ('the', 89), ('thrill', 93), ('of', 100), ('conquering', 103), (""nature's"", 114), ('obstacles', 123), ('.', 132)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
